STABBR,COSTT4_A,ADM_RATE,UNITID,CONTROL,Year,STABBR_2,COSTT4_A_2,ADM_RATE_2,CONTROL_2,Year_2,STABBR_3,COSTT4_A_3,ADM_RATE_3,CONTROL_3,Year_3,STABBR_4,COSTT4_A_4,ADM_RATE_4,CONTROL_4,Year_4,STABBR_5,COSTT4_A_5,ADM_RATE_5,CONTROL_5,Year_5,STABBR_6,COSTT4_A_6,ADM_RATE_6,CONTROL_6,Year_6,STABBR_7,COSTT4_A_7,ADM_RATE_7,CONTROL_7,Year_7,STABBR_8,COSTT4_A_8,ADM_RATE_8,CONTROL_8,Year_8,STABBR_9,COSTT4_A_9,ADM_RATE_9,CONTROL_9,Year_9,STABBR_10,COSTT4_A_10,ADM_RATE_10,CONTROL_10,Year_10,STABBR_11,COSTT4_A_11,ADM_RATE_11,CONTROL_11,Year_11,STABBR_12,COSTT4_A_12,ADM_RATE_12,CONTROL_12,Year_12,STABBR_13,COSTT4_A_13,ADM_RATE_13,CONTROL_13,Year_13,STABBR_14,COSTT4_A_14,ADM_RATE_14,CONTROL_14,Year_14,STABBR_15,COSTT4_A_15,ADM_RATE_15,CONTROL_15,Year_15,STABBR_16,COSTT4_A_16,ADM_RATE_16,CONTROL_16,Year_16,STABBR_17,COSTT4_A_17,ADM_RATE_17,CONTROL_17,Year_17,STABBR_18,COSTT4_A_18,ADM_RATE_18,CONTROL_18,Year_18,STABBR_19,COSTT4_A_19,ADM_RATE_19,CONTROL_19,Year_19,STABBR_20,COSTT4_A_20,ADM_RATE_20,CONTROL_20,Year_20,STABBR_21,COSTT4_A_21,ADM_RATE_21,CONTROL_21,Year_21,STABBR_22,COSTT4_A_22,ADM_RATE_22,CONTROL_22,Year_22,STABBR_23,COSTT4_A_23,ADM_RATE_23,CONTROL_23,Year_23,STABBR_24,COSTT4_A_24,ADM_RATE_24,CONTROL_24,Year_24,STABBR_25,COSTT4_A_25,ADM_RATE_25,CONTROL_25,Year_25,STABBR_26,COSTT4_A_26,ADM_RATE_26,CONTROL_26,Year_26,STABBR_27,COSTT4_A_27,ADM_RATE_27,CONTROL_27,Year_27
WV,,,237950,1.0,1996.0,WV,,,1.0,1997.0,WV,,,1.0,1998.0,WV,,,1.0,1999.0,WV,,,1.0,2000.0,WV,,0.9935,1.0,2001.0,WV,,0.9969,1.0,2002.0,WV,,,1.0,2003.0,WV,,,1.0,2004.0,WV,,0.6822,1.0,2005.0,WV,,0.6863,1.0,2006.0,WV,,0.6313,1.0,2007.0,WV,,0.4584,1.0,2008.0,WV,15108.0,0.4561,1.0,2009.0,WV,15844.0,0.5868,1.0,2010.0,WV,14561.0,0.5213,1.0,2011.0,WV,14514.0,0.4589,1.0,2012.0,WV,14465.0,0.5131,1.0,2013.0,WV,15130.0,0.6192,1.0,2014.0,WV,15293.0,0.6146,1.0,2015.0,WV,16746.0,0.527,1.0,2016.0,WV,16296.0,0.5291,1.0,2017.0,WV,17166.0,0.6065,1.0,2018.0,WV,18299.0,0.5108,1.0,2019.0,WV,17464.0,0.5512,1.0,2020.0,WV,18708.0,0.6641,1.0,2021.0,WV,18060.0,0.6458,1.0,2022.0
WV,,,238014,1.0,1996.0,WV,,,1.0,1997.0,WV,,,1.0,1998.0,WV,,,1.0,1999.0,WV,,,1.0,2000.0,WV,,,1.0,2001.0,WV,,,1.0,2002.0,WV,,,1.0,2003.0,WV,,,1.0,2004.0,WV,,,1.0,2005.0,WV,,,1.0,2006.0,WV,,,1.0,2007.0,WV,,,1.0,2008.0,WV,8745.0,,1.0,2009.0,WV,8204.0,,1.0,2010.0,WV,7805.0,,1.0,2011.0,WV,9376.0,,1.0,2012.0,WV,9151.0,,1.0,2013.0,WV,9285.0,,1.0,2014.0,WV,9428.0,,1.0,2015.0,WV,9687.0,,1.0,2016.0,WV,9901.0,,1.0,2017.0,WV,10182.0,,1.0,2018.0,WV,10298.0,,1.0,2019.0,WV,10228.0,,1.0,2020.0,WV,10273.0,,1.0,2021.0,WV,10137.0,,1.0,2022.0
WV,,,238032,1.0,1996.0,WV,,,1.0,1997.0,WV,,,1.0,1998.0,WV,,,1.0,1999.0,WV,,,1.0,2000.0,WV,,0.9436,1.0,2001.0,WV,,0.9376,1.0,2002.0,WV,,0.939,1.0,2003.0,WV,,0.9236,1.0,2004.0,WV,,0.8941,1.0,2005.0,WV,,0.9227,1.0,2006.0,WV,,0.4008,1.0,2007.0,WV,,0.347,1.0,2008.0,WV,15422.0,0.8766,1.0,2009.0,WV,15294.0,0.8782,1.0,2010.0,WV,15946.0,0.8702,1.0,2011.0,WV,16238.0,0.8482,1.0,2012.0,WV,16898.0,0.851,1.0,2013.0,WV,17585.0,0.8579,1.0,2014.0,WV,18460.0,0.8581,1.0,2015.0,WV,19512.0,0.7612,1.0,2016.0,WV,20702.0,0.719,1.0,2017.0,WV,21278.0,0.8161,1.0,2018.0,WV,22238.0,0.8428,1.0,2019.0,WV,22680.0,0.8389,1.0,2020.0,WV,22953.0,0.8982,1.0,2021.0,WV,22810.0,0.8838,1.0,2022.0
WV,,,238096,1.0,1996.0,WV,,,1.0,1997.0,WV,,,1.0,1998.0,WV,,,1.0,1999.0,WV,,,1.0,2000.0,WV,,0.7857,1.0,2001.0,WV,,0.31,1.0,2002.0,WV,,0.3896,1.0,2003.0,WV,,0.32,1.0,2004.0,WV,,0.3267,1.0,2005.0,WV,,0.2718,1.0,2006.0,WV,,0.3039,1.0,2007.0,WV,,0.2762,1.0,2008.0,WV,,0.2818,1.0,2009.0,WV,,0.5,1.0,2010.0,WV,,1.0,1.0,2011.0,WV,,1.0,1.0,2012.0,WV,,1.0,1.0,2013.0,WV,,,1.0,2014.0,WV,,1.0,1.0,2015.0,WV,,1.0,1.0,2016.0,WV,,0.8,1.0,2017.0,WV,,1.0,1.0,2018.0,WV,,,1.0,2019.0,WV,,,1.0,2020.0,WV,,1.0,1.0,2021.0,WV,,,1.0,2022.0
WI,,,238263,1.0,1996.0,WI,,,1.0,1997.0,WI,,,1.0,1998.0,WI,,,1.0,1999.0,WI,,,1.0,2000.0,WI,,,1.0,2001.0,WI,,,1.0,2002.0,WI,,,1.0,2003.0,WI,,,1.0,2004.0,WI,,,1.0,2005.0,WI,,,1.0,2006.0,WI,,,1.0,2007.0,WI,,,1.0,2008.0,WI,13946.0,,1.0,2009.0,WI,15696.0,,1.0,2010.0,WI,10972.0,,1.0,2011.0,WI,11379.0,,1.0,2012.0,WI,11611.0,,1.0,2013.0,WI,12184.0,,1.0,2014.0,WI,13340.0,,1.0,2015.0,WI,15194.0,,1.0,2016.0,WI,14887.0,,1.0,2017.0,WI,14108.0,,1.0,2018.0,WI,13859.0,,1.0,2019.0,WI,14210.0,,1.0,2020.0,WI,14240.0,,1.0,2021.0,WI,16250.0,,1.0,2022.0
WI,,,238397,1.0,1996.0,WI,,,1.0,1997.0,WI,,,1.0,1998.0,WI,,,1.0,1999.0,WI,,,1.0,2000.0,WI,,,1.0,2001.0,WI,,,1.0,2002.0,WI,,,1.0,2003.0,WI,,,1.0,2004.0,WI,,,1.0,2005.0,WI,,,1.0,2006.0,WI,,,1.0,2007.0,WI,,,1.0,2008.0,WI,10426.0,,1.0,2009.0,WI,11869.0,,1.0,2010.0,WI,11996.0,,1.0,2011.0,WI,12312.0,,1.0,2012.0,WI,12950.0,,1.0,2013.0,WI,13490.0,,1.0,2014.0,WI,13179.0,,1.0,2015.0,WI,12715.0,,1.0,2016.0,WI,12728.0,,1.0,2017.0,WI,13045.0,,1.0,2018.0,WI,12584.0,,1.0,2019.0,WI,12707.0,,1.0,2020.0,WI,14323.0,,1.0,2021.0,WI,13596.0,,1.0,2022.0
WI,,,238722,1.0,1996.0,WI,,,1.0,1997.0,WI,,,1.0,1998.0,WI,,,1.0,1999.0,WI,,,1.0,2000.0,WI,,,1.0,2001.0,WI,,,1.0,2002.0,WI,,,1.0,2003.0,WI,,,1.0,2004.0,WI,,,1.0,2005.0,WI,,,1.0,2006.0,WI,,,1.0,2007.0,WI,,,1.0,2008.0,WI,11300.0,,1.0,2009.0,WI,9747.0,,1.0,2010.0,WI,10277.0,,1.0,2011.0,WI,10983.0,,1.0,2012.0,WI,11361.0,,1.0,2013.0,WI,13068.0,,1.0,2014.0,WI,13933.0,,1.0,2015.0,WI,14317.0,,1.0,2016.0,WI,14961.0,,1.0,2017.0,WI,14631.0,,1.0,2018.0,WI,15191.0,,1.0,2019.0,WI,15507.0,,1.0,2020.0,WI,15516.0,,1.0,2021.0,WI,15845.0,,1.0,2022.0
WI,,,238759,1.0,1996.0,WI,,,1.0,1997.0,WI,,,1.0,1998.0,WI,,,1.0,1999.0,WI,,,1.0,2000.0,WI,,,1.0,2001.0,WI,,,1.0,2002.0,WI,,,1.0,2003.0,WI,,,1.0,2004.0,WI,,,1.0,2005.0,WI,,,1.0,2006.0,WI,,,1.0,2007.0,WI,,,1.0,2008.0,WI,11259.0,,1.0,2009.0,WI,10685.0,,1.0,2010.0,WI,11154.0,,1.0,2011.0,WI,11998.0,,1.0,2012.0,WI,12354.0,,1.0,2013.0,WI,13010.0,,1.0,2014.0,WI,13290.0,,1.0,2015.0,WI,13014.0,,1.0,2016.0,WI,12821.0,,1.0,2017.0,WI,12844.0,,1.0,2018.0,WI,13004.0,,1.0,2019.0,WI,13345.0,,1.0,2020.0,WI,13980.0,,1.0,2021.0,WI,14012.0,,1.0,2022.0
WI,,,239008,1.0,1996.0,WI,,,1.0,1997.0,WI,,,1.0,1998.0,WI,,,1.0,1999.0,WI,,,1.0,2000.0,WI,,,1.0,2001.0,WI,,,1.0,2002.0,WI,,,1.0,2003.0,WI,,,1.0,2004.0,WI,,,1.0,2005.0,WI,,,1.0,2006.0,WI,,,1.0,2007.0,WI,,,1.0,2008.0,WI,10756.0,,1.0,2009.0,WI,10811.0,,1.0,2010.0,WI,11756.0,,1.0,2011.0,WI,11992.0,,1.0,2012.0,WI,11438.0,,1.0,2013.0,WI,12443.0,,1.0,2014.0,WI,12514.0,,1.0,2015.0,WI,13836.0,,1.0,2016.0,WI,13685.0,,1.0,2017.0,WI,14187.0,,1.0,2018.0,WI,14187.0,,1.0,2019.0,WI,13516.0,,1.0,2020.0,WI,13612.0,,1.0,2021.0,WI,13777.0,,1.0,2022.0
WI,,,239220,1.0,1996.0,WI,,,1.0,1997.0,WI,,,1.0,1998.0,WI,,,1.0,1999.0,WI,,,1.0,2000.0,WI,,,1.0,2001.0,WI,,,1.0,2002.0,WI,,,1.0,2003.0,WI,,,1.0,2004.0,WI,,,1.0,2005.0,WI,,,1.0,2006.0,WI,,,1.0,2007.0,WI,,,1.0,2008.0,WI,11108.0,,1.0,2009.0,WI,11393.0,,1.0,2010.0,WI,11686.0,,1.0,2011.0,WI,11858.0,,1.0,2012.0,WI,12850.0,,1.0,2013.0,WI,13034.0,,1.0,2014.0,WI,13487.0,,1.0,2015.0,WI,13993.0,,1.0,2016.0,WI,13914.0,,1.0,2017.0,WI,13913.0,,1.0,2018.0,WI,14004.0,,1.0,2019.0,WI,13853.0,,1.0,2020.0,WI,14282.0,,1.0,2021.0,WI,13710.0,,1.0,2022.0
WI,,,239248,1.0,1996.0,WI,,,1.0,1997.0,WI,,,1.0,1998.0,WI,,,1.0,1999.0,WI,,,1.0,2000.0,WI,,,1.0,2001.0,WI,,0.7067,1.0,2002.0,WI,,0.6226,1.0,2003.0,WI,,0.5742,1.0,2004.0,WI,,0.4929,1.0,2005.0,WI,,0.5801,1.0,2006.0,WI,,0.5627,1.0,2007.0,WI,,0.571,1.0,2008.0,WI,10764.0,0.5129,1.0,2009.0,WI,12013.0,,1.0,2010.0,WI,12086.0,,1.0,2011.0,WI,12089.0,,1.0,2012.0,WI,13312.0,,1.0,2013.0,WI,13801.0,,1.0,2014.0,WI,13968.0,,1.0,2015.0,WI,11431.0,,1.0,2016.0,WI,12882.0,,1.0,2017.0,WI,13444.0,,1.0,2018.0,WI,13884.0,,1.0,2019.0,WI,14110.0,,1.0,2020.0,WI,14556.0,,1.0,2021.0,WI,15392.0,,1.0,2022.0
WI,,,239372,1.0,1996.0,WI,,,1.0,1997.0,WI,,,1.0,1998.0,WI,,,1.0,1999.0,WI,,,1.0,2000.0,WI,,,1.0,2001.0,WI,,,1.0,2002.0,WI,,,1.0,2003.0,WI,,,1.0,2004.0,WI,,,1.0,2005.0,WI,,,1.0,2006.0,WI,,,1.0,2007.0,WI,,,1.0,2008.0,WI,11304.0,,1.0,2009.0,WI,12620.0,,1.0,2010.0,WI,12758.0,,1.0,2011.0,WI,13191.0,,1.0,2012.0,WI,13941.0,,1.0,2013.0,WI,13323.0,,1.0,2014.0,WI,13874.0,,1.0,2015.0,WI,13302.0,,1.0,2016.0,WI,12790.0,,1.0,2017.0,WI,13588.0,,1.0,2018.0,WI,13237.0,,1.0,2019.0,WI,13233.0,,1.0,2020.0,WI,13091.0,,1.0,2021.0,WI,13554.0,,1.0,2022.0
WI,,,239442,1.0,1996.0,WI,,,1.0,1997.0,WI,,,1.0,1998.0,WI,,,1.0,1999.0,WI,,,1.0,2000.0,WI,,,1.0,2001.0,WI,,,1.0,2002.0,WI,,,1.0,2003.0,WI,,,1.0,2004.0,WI,,,1.0,2005.0,WI,,,1.0,2006.0,WI,,,1.0,2007.0,WI,,,1.0,2008.0,WI,9396.0,,1.0,2009.0,WI,10290.0,,1.0,2010.0,WI,11254.0,,1.0,2011.0,WI,11543.0,,1.0,2012.0,WI,11329.0,,1.0,2013.0,WI,12622.0,,1.0,2014.0,WI,13234.0,,1.0,2015.0,WI,13310.0,,1.0,2016.0,WI,13281.0,,1.0,2017.0,WI,12847.0,,1.0,2018.0,WI,13296.0,,1.0,2019.0,WI,12638.0,,1.0,2020.0,WI,12087.0,,1.0,2021.0,WI,12434.0,,1.0,2022.0
WI,,,239460,1.0,1996.0,WI,,,1.0,1997.0,WI,,,1.0,1998.0,WI,,,1.0,1999.0,WI,,,1.0,2000.0,WI,,,1.0,2001.0,WI,,,1.0,2002.0,WI,,,1.0,2003.0,WI,,,1.0,2004.0,WI,,,1.0,2005.0,WI,,,1.0,2006.0,WI,,,1.0,2007.0,WI,,,1.0,2008.0,WI,9462.0,,1.0,2009.0,WI,11692.0,,1.0,2010.0,WI,12261.0,,1.0,2011.0,WI,13281.0,,1.0,2012.0,WI,13572.0,,1.0,2013.0,WI,14061.0,,1.0,2014.0,WI,14557.0,,1.0,2015.0,WI,14680.0,,1.0,2016.0,WI,14690.0,,1.0,2017.0,WI,14134.0,,1.0,2018.0,WI,14366.0,,1.0,2019.0,WI,14835.0,,1.0,2020.0,WI,15432.0,,1.0,2021.0,WI,15800.0,,1.0,2022.0
WI,,,239488,1.0,1996.0,WI,,,1.0,1997.0,WI,,,1.0,1998.0,WI,,,1.0,1999.0,WI,,,1.0,2000.0,WI,,,1.0,2001.0,WI,,,1.0,2002.0,WI,,,1.0,2003.0,WI,,,1.0,2004.0,WI,,,1.0,2005.0,WI,,,1.0,2006.0,WI,,,1.0,2007.0,WI,,,1.0,2008.0,WI,10353.0,,1.0,2009.0,WI,11646.0,,1.0,2010.0,WI,11962.0,,1.0,2011.0,WI,12007.0,,1.0,2012.0,WI,12935.0,,1.0,2013.0,WI,13269.0,,1.0,2014.0,WI,13910.0,,1.0,2015.0,WI,14182.0,,1.0,2016.0,WI,14511.0,,1.0,2017.0,WI,14080.0,,1.0,2018.0,WI,15131.0,,1.0,2019.0,WI,13911.0,,1.0,2020.0,WI,14922.0,,1.0,2021.0,WI,14409.0,,1.0,2022.0
WI,,,239910,1.0,1996.0,WI,,,1.0,1997.0,WI,,,1.0,1998.0,WI,,,1.0,1999.0,WI,,,1.0,2000.0,WI,,,1.0,2001.0,WI,,,1.0,2002.0,WI,,,1.0,2003.0,WI,,,1.0,2004.0,WI,,,1.0,2005.0,WI,,,1.0,2006.0,WI,,,1.0,2007.0,WI,,,1.0,2008.0,WI,11366.0,,1.0,2009.0,WI,10351.0,,1.0,2010.0,WI,11203.0,,1.0,2011.0,WI,11245.0,,1.0,2012.0,WI,12299.0,,1.0,2013.0,WI,12620.0,,1.0,2014.0,WI,12651.0,,1.0,2015.0,WI,13753.0,,1.0,2016.0,WI,13790.0,,1.0,2017.0,WI,14348.0,,1.0,2018.0,WI,14345.0,,1.0,2019.0,WI,14418.0,,1.0,2020.0,WI,14259.0,,1.0,2021.0,WI,14718.0,,1.0,2022.0
WI,,,240116,1.0,1996.0,WI,,,1.0,1997.0,WI,,,1.0,1998.0,WI,,,1.0,1999.0,WI,,,1.0,2000.0,WI,,1.0,1.0,2001.0,WI,,1.0,1.0,2002.0,WI,,1.0,1.0,2003.0,WI,,1.0,1.0,2004.0,WI,,1.0,1.0,2005.0,WI,,,1.0,2006.0,WI,,,1.0,2007.0,WI,,,1.0,2008.0,WI,11693.0,,1.0,2009.0,WI,11900.0,,1.0,2010.0,WI,12203.0,,1.0,2011.0,WI,12452.0,,1.0,2012.0,WI,12925.0,,1.0,2013.0,WI,13680.0,,1.0,2014.0,WI,13605.0,,1.0,2015.0,WI,15737.0,,1.0,2016.0,WI,14311.0,,1.0,2017.0,WI,14429.0,,1.0,2018.0,WI,14646.0,,1.0,2019.0,WI,15054.0,,1.0,2020.0,WI,15378.0,,1.0,2021.0,WI,15303.0,,1.0,2022.0
WI,,,240125,1.0,1996.0,WI,,,1.0,1997.0,WI,,,1.0,1998.0,WI,,,1.0,1999.0,WI,,,1.0,2000.0,WI,,,1.0,2001.0,WI,,,1.0,2002.0,WI,,,1.0,2003.0,WI,,,1.0,2004.0,WI,,,1.0,2005.0,WI,,,1.0,2006.0,WI,,,1.0,2007.0,WI,,,1.0,2008.0,WI,9999.0,,1.0,2009.0,WI,10665.0,,1.0,2010.0,WI,11614.0,,1.0,2011.0,WI,12625.0,,1.0,2012.0,WI,12781.0,,1.0,2013.0,WI,14119.0,,1.0,2014.0,WI,13457.0,,1.0,2015.0,WI,13594.0,,1.0,2016.0,WI,14014.0,,1.0,2017.0,WI,13590.0,,1.0,2018.0,WI,13025.0,,1.0,2019.0,WI,13104.0,,1.0,2020.0,WI,14479.0,,1.0,2021.0,WI,13664.0,,1.0,2022.0
WI,,,240170,1.0,1996.0,WI,,,1.0,1997.0,WI,,,1.0,1998.0,WI,,,1.0,1999.0,WI,,,1.0,2000.0,WI,,,1.0,2001.0,WI,,,1.0,2002.0,WI,,,1.0,2003.0,WI,,,1.0,2004.0,WI,,,1.0,2005.0,WI,,,1.0,2006.0,WI,,,1.0,2007.0,WI,,,1.0,2008.0,WI,11159.0,,1.0,2009.0,WI,11525.0,,1.0,2010.0,WI,11541.0,,1.0,2011.0,WI,12077.0,,1.0,2012.0,WI,13010.0,,1.0,2013.0,WI,13683.0,,1.0,2014.0,WI,13768.0,,1.0,2015.0,WI,12976.0,,1.0,2016.0,WI,12976.0,,1.0,2017.0,WI,13449.0,,1.0,2018.0,WI,14327.0,,1.0,2019.0,WI,14520.0,,1.0,2020.0,WI,14516.0,,1.0,2021.0,WI,14882.0,,1.0,2022.0
WI,,,240189,1.0,1996.0,WI,,,1.0,1997.0,WI,,,1.0,1998.0,WI,,,1.0,1999.0,WI,,,1.0,2000.0,WI,,0.8917,1.0,2001.0,WI,,0.8605,1.0,2002.0,WI,,0.8532,1.0,2003.0,WI,,0.7746,1.0,2004.0,WI,,0.7873,1.0,2005.0,WI,,0.8053,1.0,2006.0,WI,,0.8387,1.0,2007.0,WI,,0.8592,1.0,2008.0,WI,13942.0,0.8341,1.0,2009.0,WI,14513.0,0.8159,1.0,2010.0,WI,15188.0,0.8162,1.0,2011.0,WI,15699.0,0.8155,1.0,2012.0,WI,16107.0,0.8468,1.0,2013.0,WI,16950.0,0.8179,1.0,2014.0,WI,17195.0,0.805,1.0,2015.0,WI,18091.0,0.6935,1.0,2016.0,WI,17480.0,0.7035,1.0,2017.0,WI,17576.0,0.7578,1.0,2018.0,WI,18109.0,0.7893,1.0,2019.0,WI,18252.0,0.7992,1.0,2020.0,WI,18358.0,0.8297,1.0,2021.0,WI,18326.0,0.8238,1.0,2022.0
WI,,,240198,1.0,1996.0,WI,,,1.0,1997.0,WI,,,1.0,1998.0,WI,,,1.0,1999.0,WI,,,1.0,2000.0,WI,,,1.0,2001.0,WI,,,1.0,2002.0,WI,,,1.0,2003.0,WI,,,1.0,2004.0,WI,,,1.0,2005.0,WI,,,1.0,2006.0,WI,,,1.0,2007.0,WI,,,1.0,2008.0,WI,10701.0,,1.0,2009.0,WI,11373.0,,1.0,2010.0,WI,12057.0,,1.0,2011.0,WI,12844.0,,1.0,2012.0,WI,13235.0,,1.0,2013.0,WI,13740.0,,1.0,2014.0,WI,13757.0,,1.0,2015.0,WI,13815.0,,1.0,2016.0,WI,14618.0,,1.0,2017.0,WI,14783.0,,1.0,2018.0,WI,15749.0,,1.0,2019.0,WI,14472.0,,1.0,2020.0,WI,15561.0,,1.0,2021.0,WI,14873.0,,1.0,2022.0
WI,,,240268,1.0,1996.0,WI,,,1.0,1997.0,WI,,,1.0,1998.0,WI,,,1.0,1999.0,WI,,,1.0,2000.0,WI,,0.7482,1.0,2001.0,WI,,0.7662,1.0,2002.0,WI,,0.7306,1.0,2003.0,WI,,0.6394,1.0,2004.0,WI,,0.7032,1.0,2005.0,WI,,0.7412,1.0,2006.0,WI,,0.7286,1.0,2007.0,WI,,0.7313,1.0,2008.0,WI,14509.0,0.685,1.0,2009.0,WI,15419.0,0.7176,1.0,2010.0,WI,16390.0,0.7591,1.0,2011.0,WI,17332.0,0.7673,1.0,2012.0,WI,18066.0,0.7646,1.0,2013.0,WI,18013.0,0.8369,1.0,2014.0,WI,18683.0,0.852,1.0,2015.0,WI,19334.0,0.78,1.0,2016.0,WI,19591.0,0.7567,1.0,2017.0,WI,19581.0,0.7796,1.0,2018.0,WI,19684.0,0.8163,1.0,2019.0,WI,20174.0,0.8436,1.0,2020.0,WI,20603.0,0.7746,1.0,2021.0,WI,20478.0,0.7662,1.0,2022.0
WI,,,240277,1.0,1996.0,WI,,,1.0,1997.0,WI,,,1.0,1998.0,WI,,,1.0,1999.0,WI,,,1.0,2000.0,WI,,0.8551,1.0,2001.0,WI,,0.8773,1.0,2002.0,WI,,0.8622,1.0,2003.0,WI,,0.8464,1.0,2004.0,WI,,0.9193,1.0,2005.0,WI,,0.8004,1.0,2006.0,WI,,0.8443,1.0,2007.0,WI,,0.8892,1.0,2008.0,WI,13852.0,0.8982,1.0,2009.0,WI,14079.0,0.907,1.0,2010.0,WI,14914.0,0.8532,1.0,2011.0,WI,15659.0,0.8562,1.0,2012.0,WI,16878.0,0.8476,1.0,2013.0,WI,17072.0,0.8735,1.0,2014.0,WI,17225.0,0.847,1.0,2015.0,WI,17979.0,0.7313,1.0,2016.0,WI,18302.0,0.7553,1.0,2017.0,WI,18408.0,0.7858,1.0,2018.0,WI,17257.0,0.8524,1.0,2019.0,WI,17509.0,0.8982,1.0,2020.0,WI,17334.0,0.9143,1.0,2021.0,WI,17641.0,0.8962,1.0,2022.0
WI,,,240329,1.0,1996.0,WI,,,1.0,1997.0,WI,,,1.0,1998.0,WI,,,1.0,1999.0,WI,,,1.0,2000.0,WI,,0.6978,1.0,2001.0,WI,,0.6903,1.0,2002.0,WI,,0.6537,1.0,2003.0,WI,,0.5756,1.0,2004.0,WI,,0.6388,1.0,2005.0,WI,,0.7107,1.0,2006.0,WI,,0.6873,1.0,2007.0,WI,,0.6531,1.0,2008.0,WI,15143.0,0.6673,1.0,2009.0,WI,16219.0,0.7098,1.0,2010.0,WI,16721.0,0.779,1.0,2011.0,WI,17359.0,0.7647,1.0,2012.0,WI,17896.0,0.72,1.0,2013.0,WI,17828.0,0.7629,1.0,2014.0,WI,17956.0,0.8,1.0,2015.0,WI,17778.0,0.7424,1.0,2016.0,WI,17235.0,0.7337,1.0,2017.0,WI,17213.0,0.7065,1.0,2018.0,WI,17408.0,0.73,1.0,2019.0,WI,17514.0,0.7515,1.0,2020.0,WI,17776.0,0.7385,1.0,2021.0,WI,17946.0,0.7425,1.0,2022.0
WI,,,240365,1.0,1996.0,WI,,,1.0,1997.0,WI,,,1.0,1998.0,WI,,,1.0,1999.0,WI,,,1.0,2000.0,WI,,0.851,1.0,2001.0,WI,,0.8741,1.0,2002.0,WI,,0.8527,1.0,2003.0,WI,,0.7833,1.0,2004.0,WI,,0.787,1.0,2005.0,WI,,0.8026,1.0,2006.0,WI,,0.8189,1.0,2007.0,WI,,0.8042,1.0,2008.0,WI,15457.0,0.8256,1.0,2009.0,WI,16139.0,0.8561,1.0,2010.0,WI,16356.0,0.8381,1.0,2011.0,WI,16823.0,0.8368,1.0,2012.0,WI,16935.0,0.8134,1.0,2013.0,WI,17260.0,0.8034,1.0,2014.0,WI,17585.0,0.8149,1.0,2015.0,WI,18143.0,0.6502,1.0,2016.0,WI,18333.0,0.6309,1.0,2017.0,WI,18612.0,0.7084,1.0,2018.0,WI,17893.0,0.7633,1.0,2019.0,WI,18125.0,0.7858,1.0,2020.0,WI,18338.0,0.8989,1.0,2021.0,WI,18642.0,0.8852,1.0,2022.0
WI,,,240374,1.0,1996.0,WI,,,1.0,1997.0,WI,,,1.0,1998.0,WI,,,1.0,1999.0,WI,,,1.0,2000.0,WI,,0.9473,1.0,2001.0,WI,,0.9247,1.0,2002.0,WI,,0.9073,1.0,2003.0,WI,,0.9318,1.0,2004.0,WI,,0.9488,1.0,2005.0,WI,,0.937,1.0,2006.0,WI,,0.9485,1.0,2007.0,WI,,0.926,1.0,2008.0,WI,15838.0,0.9266,1.0,2009.0,WI,16552.0,0.8682,1.0,2010.0,WI,17137.0,0.8272,1.0,2011.0,WI,17406.0,0.7859,1.0,2012.0,WI,15218.0,0.7547,1.0,2013.0,WI,15502.0,0.8602,1.0,2014.0,WI,15048.0,0.8159,1.0,2015.0,WI,15793.0,0.6246,1.0,2016.0,WI,15399.0,0.6077,1.0,2017.0,WI,16329.0,0.6712,1.0,2018.0,WI,16036.0,0.6582,1.0,2019.0,WI,16320.0,0.6631,1.0,2020.0,WI,16490.0,0.7497,1.0,2021.0,WI,15328.0,0.7283,1.0,2022.0
WI,,,240417,1.0,1996.0,WI,,,1.0,1997.0,WI,,,1.0,1998.0,WI,,,1.0,1999.0,WI,,,1.0,2000.0,WI,,0.8386,1.0,2001.0,WI,,0.7902,1.0,2002.0,WI,,0.8172,1.0,2003.0,WI,,0.8381,1.0,2004.0,WI,,0.8758,1.0,2005.0,WI,,0.9038,1.0,2006.0,WI,,0.8636,1.0,2007.0,WI,,0.8756,1.0,2008.0,WI,15877.0,0.9104,1.0,2009.0,WI,16450.0,0.8545,1.0,2010.0,WI,16980.0,0.886,1.0,2011.0,WI,17758.0,0.8838,1.0,2012.0,WI,18192.0,0.8927,1.0,2013.0,WI,18461.0,0.908,1.0,2014.0,WI,18707.0,0.9305,1.0,2015.0,WI,19002.0,0.884,1.0,2016.0,WI,19233.0,0.8718,1.0,2017.0,WI,19477.0,0.9011,1.0,2018.0,WI,19657.0,0.9054,1.0,2019.0,WI,19704.0,0.901,1.0,2020.0,WI,20256.0,0.9139,1.0,2021.0,WI,20440.0,0.8631,1.0,2022.0
